Fecha,Hora,Epicentro,Latitud,Longitud,Profundidad,Mag,Máxima intensidad sísmica
1993-05-31,15:12:56,"Región de Izu, Shizuoka",34.97833333333333,139.125,3 km,4.8,Intensidad sísmica 4
1993-05-31,13:51:51,"Región de Izu, Shizuoka",34.95333333333333,139.13333333333333,3 km,3.6,Intensidad sísmica 4
1993-05-31,04:09:37,"Región de Izu, Shizuoka",34.97833333333333,139.12833333333333,3 km,4.2,Intensidad sísmica 4
1993-05-31,00:20:43,"Región de Izu, Shizuoka",34.97166666666667,139.11833333333334,4 km,4.4,Intensidad sísmica 4
1993-05-21,11:36:37,Ibaraki meridional,36.045,139.89666666666665,61 km,5.4,Intensidad sísmica 4
1993-05-17,17:39:41,Cerca de Isla Iriomote,24.475,123.71833333333332,8 km,4.1,Intensidad sísmica 5
1993-05-06,03:21:32,Parte costera sur de la prefectura de Iwate,39.135,141.78833333333333,106 km,5.4,Intensidad sísmica 4
1993-03-25,02:09:30,Cerca de Niijima y Kozushima,34.208333333333336,139.13166666666666,4 km,4.2,Intensidad sísmica 4
1993-02-07,23:03:23,Cerca de Isla Iriomote,24.45833333333333,123.715,5 km,3.7,Intensidad sísmica 4
1993-02-07,22:27:43,Frente a la costa de la península de Noto,37.656666666666666,137.29666666666665,25 km,6.6,Intensidad sísmica 5
1993-01-15,20:06:07,Apagado Kushiro,42.92,144.35333333333332,101 km,7.5,Intensidad sísmica 6
1992-12-31,16:26:04,Frente a la costa de Miyagi,38.935,142.595,30 km,5.8,Intensidad sísmica 4
1992-12-28,01:21:16,Frente a la costa de Miyagi,38.92833333333333,142.54666666666665,34 km,5.9,Intensidad sísmica 4
1992-12-12,08:06:04,Cerca de Isla Iriomote,24.466666666666665,123.70333333333332,4 km,2.8,Intensidad sísmica 4
1992-12-12,06:27:59,Cerca de Isla Iriomote,24.48,123.72833333333334,7 km,4.3,Intensidad sísmica 4
1992-11-29,06:55:32,Cerca de Isla Iriomote,24.47833333333333,123.75166666666668,7 km,3.5,Intensidad sísmica 4
1992-11-18,02:40:47,Cerca de Isla Iriomote,24.486666666666668,123.73833333333332,6 km,4.4,Intensidad sísmica 5
1992-10-27,02:28:44,Cerca de Isla Iriomote,24.475,123.75666666666666,7 km,2.9,Intensidad sísmica 4
1992-10-20,16:42:06,Cerca de Isla Iriomote,24.45,123.74166666666667,4 km,3.7,Intensidad sísmica 5
1992-10-20,16:32:51,Cerca de Isla Iriomote,24.486666666666668,123.73833333333332,8 km,3.4,Intensidad sísmica 4
1992-10-20,16:18:50,Cerca de Isla Iriomote,24.465,123.74,8 km,5.0,Intensidad sísmica 5
1992-10-18,16:01:10,Cerca de Isla Iriomote,24.41333333333333,123.80166666666666,2 km,3.4,Intensidad sísmica 4
1992-10-18,12:04:02,Cerca de Isla Iriomote,24.416666666666668,123.80666666666666,5 km,3.3,Intensidad sísmica 4
1992-10-18,11:35:28,Cerca de Isla Iriomote,24.406666666666663,123.795,6 km,3.0,Intensidad sísmica 4
1992-10-18,09:51:52,Cerca de Isla Iriomote,24.396666666666665,123.78833333333333,5 km,3.1,Intensidad sísmica 4
1992-10-17,23:37:36,Cerca de Niijima y Kozushima,34.27833333333333,139.225,4 km,5.1,Intensidad sísmica 4
1992-10-15,22:26:58,Cerca de Isla Iriomote,24.43166666666667,123.755,6 km,3.3,Intensidad sísmica 4
1992-10-14,14:05:09,Cerca de Isla Iriomote,24.42,123.775,3 km,2.9,Intensidad sísmica 4
1992-10-14,13:29:22,Cerca de Isla Iriomote,24.39,123.77833333333334,7 km,3.0,Intensidad sísmica 4
1992-10-14,13:27:49,Cerca de Isla Iriomote,24.421666666666667,123.77,8 km,4.4,Intensidad sísmica 4
1992-10-14,13:15:35,Cerca de Isla Iriomote,24.42833333333333,123.76,4 km,4.9,Intensidad sísmica 5
1992-10-11,05:18:12,Cerca de Isla Iriomote,24.46833333333333,123.75333333333332,3 km,2.4,Intensidad sísmica 4
1992-10-10,12:26:49,Cerca de Isla Iriomote,24.435,123.74666666666668,5 km,3.3,Intensidad sísmica 4
1992-10-08,18:48:23,Cerca de Isla Iriomote,24.44333333333333,123.75166666666668,3 km,2.9,Intensidad sísmica 4
1992-09-30,04:59:02,Cerca de Isla Iriomote,24.42833333333333,123.75333333333332,5 km,2.9,Intensidad sísmica 4
1992-09-29,23:29:07,Cerca de Isla Iriomote,24.475,123.75,8 km,3.6,Intensidad sísmica 4
1992-09-24,19:32:08,Cerca de Isla Iriomote,24.461666666666662,123.75166666666668,2 km,4.1,Intensidad sísmica 4
1992-09-23,12:55:15,Cerca de Isla Iriomote,24.456666666666667,123.73833333333332,4 km,3.2,Intensidad sísmica 4
1992-09-23,12:37:48,Cerca de Isla Iriomote,24.455,123.745,4 km,3.4,Intensidad sísmica 4
1992-09-22,17:20:46,Tochigi del Sur,36.70333333333333,139.53833333333333,8 km,4.1,Intensidad sísmica 4
1992-09-20,21:52:23,Cerca de Isla Iriomote,24.47833333333333,123.73666666666666,2 km,4.0,Intensidad sísmica 4
1992-09-19,18:51:50,Cerca de Isla Iriomote,24.45833333333333,123.73666666666666,6 km,3.2,Intensidad sísmica 4
1992-08-24,15:59:41,Parte oriental de la región de Oshima,41.94,140.78666666666666,121 km,6.1,Intensidad sísmica 4
1992-08-24,12:04:37,Cerca de Isla Iriomote,24.313333333333333,123.635,9 km,5.1,Intensidad sísmica 4
1992-08-08,23:52:21,Fuera de Urakawa,42.013333333333335,142.68166666666664,46 km,5.2,Intensidad sísmica 4
1992-07-12,20:08:55,Frente a la costa oriental de la prefectura de Aomori,41.465,142.035,64 km,6.3,Intensidad sísmica 4
1992-06-15,10:46:34,Cerca de Niijima y Kozushima,34.151666666666664,139.105,7 km,5.2,Intensidad sísmica 5
1992-05-11,19:07:53,Norte de Ibaraki,36.53333333333333,140.53666666666666,56 km,5.6,Intensidad sísmica 4
1992-04-14,12:03:54,Ibaraki meridional,36.17833333333333,139.82999999999998,62 km,5.0,Intensidad sísmica 4
1992-04-13,14:58:45,Frente a la costa de Iwate,39.12166666666667,142.39166666666665,51 km,5.4,Intensidad sísmica 4
1992-02-02,04:04:05,Bahía de Tokio,35.230000000000004,139.78833333333333,92 km,5.7,Intensidad sísmica 5
1991-12-12,11:27:46,Frente a la costa de Ibaraki,36.465,140.65833333333333,48 km,4.8,Intensidad sísmica 4
1991-11-27,04:40:48,Fuera de Urakawa,42.0,142.66166666666666,64 km,6.3,Intensidad sísmica 4
1991-11-19,17:24:02,Bahía de Tokio,35.608333333333334,140.02166666666668,81 km,4.9,Intensidad sísmica 4
1991-10-28,10:09:12,Suo Nada,33.92333333333333,131.165,19 km,6.0,Intensidad sísmica 4
1991-10-25,19:39:03,Región de Kushiro en el centro sur,43.20666666666667,144.44,105 km,5.7,Intensidad sísmica 4
1991-10-19,08:31:16,Ibaraki meridional,36.086666666666666,139.91666666666666,59 km,4.5,Intensidad sísmica 4
1991-09-18,21:17:51,Cerca de Isla Iriomote,24.255,123.74833333333332,5 km,2.6,Intensidad sísmica 4
1991-09-03,17:44:47,Cerca de: Miyakejima,33.68666666666666,138.82833333333332,33 km,6.3,Intensidad sísmica 4
1991-08-28,10:29:02,Shimane oriental,35.32333333333334,133.18666666666667,13 km,5.9,Intensidad sísmica 4
1991-08-22,19:29:12,Wakayama del Norte,34.20666666666667,135.18333333333334,6 km,3.6,Intensidad sísmica 4
1991-08-06,23:49:31,Frente a la costa oriental de Chiba,35.818333333333335,141.15666666666667,43 km,5.9,Intensidad sísmica 4
1991-06-27,09:11:03,"Península de Shimabara, Nagasaki",32.663333333333334,130.13833333333332,9 km,4.9,Intensidad sísmica 4
1991-06-25,12:49:17,Frente a la costa de Ibaraki,36.64333333333333,140.96833333333333,49 km,5.2,Intensidad sísmica 4
1991-06-15,14:49:47,Cerca de: Amami Oshima,28.445,129.67499999999998,24 km,4.9,Intensidad sísmica 4
1991-06-15,10:21:41,Parte costera norte de la prefectura de Iwate,39.47166666666667,141.89666666666665,61 km,5.4,Intensidad sísmica 4
1991-04-26,11:45:42,"Península de Shimabara, Nagasaki",32.78666666666666,130.23999999999998,7 km,3.5,Intensidad sísmica 4
1991-04-25,07:12:04,Chubu Shizuoka,35.06166666666666,138.20166666666665,32 km,4.9,Intensidad sísmica 4
1991-04-24,09:32:02,Apagado Kushiro,42.71666666666667,144.84666666666666,52 km,5.5,Intensidad sísmica 4
1991-04-17,00:12:08,Cerca de Isla Iriomote,24.40333333333333,123.75666666666666,6 km,3.3,Intensidad sísmica 4
1991-04-13,19:48:09,Cerca de Isla Iriomote,24.423333333333336,123.78666666666666,5 km,4.1,Intensidad sísmica 4
1991-03-31,14:26:39,Cerca de Isla Iriomote,24.425,123.77833333333334,1 km,4.4,Intensidad sísmica 4
1991-03-26,08:38:58,Cerca de Isla Iriomote,24.421666666666667,123.77166666666666,6 km,2.9,Intensidad sísmica 4
1991-03-08,08:05:13,Cerca de Isla Iriomote,24.35833333333333,123.74,2 km,2.4,Intensidad sísmica 4
1991-03-08,06:16:51,Cerca de Isla Iriomote,24.425,123.75,4 km,4.0,Intensidad sísmica 4
1991-02-27,09:36:00,Cerca de Isla Iriomote,24.256666666666668,123.75833333333334,16 km,4.1,Intensidad sísmica 4
1991-02-13,00:30:45,Cerca de Isla Iriomote,24.51333333333333,123.78833333333333,3 km,4.4,Intensidad sísmica 4
1990-12-07,18:40:44,"Región de Chuetsu, Niigata",37.215,138.55833333333334,4 km,5.3,Intensidad sísmica 4
1990-11-23,19:33:31,Tottori occidental,35.27333333333333,133.36,14 km,5.2,Intensidad sísmica 4
1990-10-06,23:33:01,Norte de Ibaraki,36.48833333333334,140.61,51 km,5.2,Intensidad sísmica 4
1990-08-23,11:44:56,Frente a la costa oriental de Chiba,35.361666666666665,140.40166666666667,50 km,5.2,Intensidad sísmica 4
1990-08-23,08:47:07,Noreste de Chiba,35.348333333333336,140.39333333333332,50 km,5.5,Intensidad sísmica 4
1990-08-05,16:13:02,Kanagawa Occidental,35.21,139.09166666666667,14 km,5.3,Intensidad sísmica 4
1990-08-05,12:36:25,Frente a la costa de Ibaraki,36.405,141.10666666666663,39 km,5.8,Intensidad sísmica 4
1990-06-05,22:42:52,Kanagawa Occidental,35.556666666666665,139.19333333333333,123 km,5.3,Intensidad sísmica 4
1990-06-01,10:22:09,Frente a la costa oriental de Chiba,35.645,140.72666666666666,59 km,6.0,Intensidad sísmica 4
1990-05-24,21:09:37,Cerca de: Amami Oshima,28.08333333333333,129.86333333333332,20 km,5.3,Intensidad sísmica 4
1990-05-03,16:45:43,Norte de Ibaraki,36.43666666666666,140.61,58 km,5.4,Intensidad sísmica 4
1990-04-25,11:24:20,Cerca de Isla Iriomote,24.57,123.59166666666668,7 km,5.1,Intensidad sísmica 4
1990-04-11,16:53:37,Apagado Tokachi,42.48,144.16166666666666,69 km,5.5,Intensidad sísmica 4
1990-02-20,15:53:39,Cerca de: Izu Oshima,34.763333333333335,139.23,6 km,6.5,Intensidad sísmica 4
1990-02-12,02:46:06,Frente a la costa de Ibaraki,36.405,141.01666666666668,38 km,5.5,Intensidad sísmica 4
1990-01-11,20:10:51,Prefectura de Shiga del Sur,35.11333333333334,135.975,11 km,5.0,Intensidad sísmica 4
1989-12-09,02:23:30,Frente a la costa de Ibaraki,36.598333333333336,141.07166666666666,46 km,5.6,Intensidad sísmica 4
1989-11-02,03:25:33,Apagado Sanriku,39.85833333333333,143.05333333333334,0 km,7.1,Intensidad sísmica 4
1989-10-14,06:19:58,Cerca de: Izu Oshima,34.82666666666667,139.5,21 km,5.7,Intensidad sísmica 4
1989-07-09,11:09:56,"Región de Izu, Shizuoka",34.99166666666667,139.09666666666666,3 km,4.8,Intensidad sísmica 4
1989-07-09,11:09:11,Frente a la costa oriental de la península de Izu,34.995,139.10833333333332,3 km,5.5,Intensidad sísmica 4
1989-07-07,00:01:44,"Región de Izu, Shizuoka",34.97833333333333,139.13,5 km,5.3,Intensidad sísmica 4
1989-07-06,05:30:08,"Región de Izu, Shizuoka",34.97833333333333,139.11499999999998,2 km,4.6,Intensidad sísmica 4
1989-07-05,02:28:21,Frente a la costa oriental de la península de Izu,34.985,139.12,2 km,5.0,Intensidad sísmica 4
1989-03-06,23:39:44,Frente a la costa oriental de Chiba,35.696666666666665,140.70999999999998,56 km,6.0,Intensidad sísmica 5
1989-02-19,21:27:09,Ibaraki meridional,36.02166666666667,139.905,55 km,5.6,Intensidad sísmica 4
1989-01-25,05:03:38,Fuera de Urakawa,42.123333333333335,142.78666666666666,49 km,5.8,Intensidad sísmica 4
1988-10-10,14:52:12,Apagado Kushiro,42.63666666666666,144.49166666666665,71 km,5.8,Intensidad sísmica 4
1988-09-29,17:23:34,Saitama meridional,35.92166666666667,139.18666666666667,15 km,5.1,Intensidad sísmica 4
1988-09-26,17:23:19,Frente a la costa oriental de Chiba,35.544999999999995,141.1783333333333,36 km,5.8,Intensidad sísmica 4
1988-09-05,00:49:22,"Prefectura de Yamanashi Oriental, Cinco Lagos de Fuji",35.5,138.98333333333332,30 km,5.6,Intensidad sísmica 4
1988-08-12,14:14:53,Sur de Chiba,35.098333333333336,139.86333333333332,69 km,5.3,Intensidad sísmica 4
1988-08-01,10:39:24,Frente a la costa oriental de la península de Izu,34.96666666666667,139.16333333333333,5 km,5.0,Intensidad sísmica 4
1988-08-01,03:24:20,Frente a la costa oriental de la península de Izu,34.94166666666666,139.16833333333332,4 km,4.7,Intensidad sísmica 4
1988-08-01,01:10:19,Frente a la costa oriental de la península de Izu,34.965,139.16,2 km,4.9,Intensidad sísmica 4
1988-07-31,08:40:44,Frente a la costa oriental de la península de Izu,34.96666666666667,139.2133333333333,5 km,5.2,Intensidad sísmica 4
1988-05-07,10:59:27,Apagado Tokachi,42.486666666666665,143.86166666666665,93 km,6.1,Intensidad sísmica 4
1988-03-18,05:34:29,Tokio 23 barrios,35.665,139.64333333333332,96 km,5.8,Intensidad sísmica 4
1987-12-17,11:08:16,Frente a la costa oriental de Chiba,35.375,140.4933333333333,58 km,6.7,Intensidad sísmica 5
1987-11-18,00:57:22,Norte de Yamaguchi,34.24166666666667,131.45666666666665,8 km,5.4,Intensidad sísmica 4
1987-11-08,05:41:48,"Aizu, Fukushima",37.52666666666666,140.06833333333333,9 km,4.3,Intensidad sísmica 4
1987-11-07,07:27:14,Frente a la costa sureste de la península de Nemuro,43.30333333333333,146.14499999999998,48 km,5.4,Intensidad sísmica 4
1987-10-04,19:27:19,Frente a la costa de Fukushima,37.3,141.73166666666663,42 km,5.8,Intensidad sísmica 4
1987-06-30,18:17:07,Ibaraki meridional,36.18666666666666,140.085,57 km,5.1,Intensidad sísmica 4
1987-05-12,05:51:43,Frente a la costa de Miyagi,38.86333333333334,142.13333333333333,50 km,5.7,Intensidad sísmica 4
1987-04-30,10:10:30,Cerca de: Amami Oshima,28.386666666666667,129.775,9 km,5.2,Intensidad sísmica 5
1987-04-23,05:13:23,Frente a la costa de Fukushima,37.09166666666667,141.6233333333333,47 km,6.5,Intensidad sísmica 5
1987-04-10,19:59:40,Ibaraki meridional,36.123333333333335,139.87166666666667,61 km,5.1,Intensidad sísmica 4
1987-04-07,09:40:43,Frente a la costa de Fukushima,37.30333333333333,141.86333333333332,44 km,6.6,Intensidad sísmica 5
1987-03-24,21:49:47,"Frente a la costa de Kamichuetsu, Niigata",37.48166666666667,137.90333333333334,22 km,5.9,Intensidad sísmica 4
1987-03-18,12:36:29,Hyuganada,31.973333333333333,132.06166666666667,48 km,6.6,Intensidad sísmica 5
1987-02-13,19:01:37,Frente a la costa de Ibaraki,36.62166666666667,141.06,48 km,5.3,Intensidad sísmica 4
1987-02-06,22:16:15,Frente a la costa de Fukushima,36.965,141.89333333333332,35 km,6.7,Intensidad sísmica 5
1987-02-06,21:23:44,Frente a la costa de Fukushima,36.94,141.93166666666664,30 km,6.4,Intensidad sísmica 4
1987-01-17,19:04:08,Parte costera norte de la prefectura de Iwate,39.835,141.81833333333333,72 km,5.2,Intensidad sísmica 4
1987-01-14,20:03:49,Región de Tokachi del Sur,42.53666666666666,142.9283333333333,119 km,6.6,Intensidad sísmica 5
1987-01-10,02:40:34,Parte costera norte de la prefectura de Iwate,39.84,141.78333333333333,75 km,4.9,Intensidad sísmica 4
1987-01-09,15:14:46,Parte costera norte de la prefectura de Iwate,39.836666666666666,141.77666666666667,72 km,6.6,Intensidad sísmica 5
1986-12-30,09:38:32,Norte de Nagano,36.64,137.92166666666665,3 km,5.9,Intensidad sísmica 4
1986-12-01,05:15:31,Frente a la costa de Miyagi,38.875,142.13666666666666,51 km,6.0,Intensidad sísmica 4
1986-11-29,07:29:35,Frente a la costa de Ibaraki,36.395,141.17666666666665,42 km,5.8,Intensidad sísmica 4
1986-11-23,15:14:47,Cerca de: Izu Oshima,34.79333333333333,139.32833333333332,0 km,3.1,Intensidad sísmica 4
1986-11-23,07:40:30,Cerca de: Izu Oshima,34.730000000000004,139.27666666666667,10 km,4.3,Intensidad sísmica 4
1986-11-22,19:50:58,Cerca de: Izu Oshima,34.75833333333333,139.33666666666667,8 km,3.7,Intensidad sísmica 4
1986-11-22,15:10:36,Cerca de: Izu Oshima,34.79333333333333,139.30833333333334,0 km,3.3,Intensidad sísmica 4
1986-11-22,14:13:22,Cerca de: Izu Oshima,34.718333333333334,139.33666666666667,3 km,3.9,Intensidad sísmica 5
1986-11-22,14:04:37,Cerca de: Izu Oshima,34.788333333333334,139.42666666666665,1 km,2.0,Intensidad sísmica 4
1986-11-22,12:42:01,Cerca de: Izu Oshima,34.748333333333335,139.28833333333333,4 km,3.7,Intensidad sísmica 4
1986-11-22,12:13:47,Cerca de: Izu Oshima,34.78333333333333,139.355,12 km,2.5,Intensidad sísmica 4
1986-11-22,11:46:49,Cerca de: Izu Oshima,34.775,139.28166666666667,3 km,4.0,Intensidad sísmica 5
1986-11-22,11:41:22,Cerca de: Izu Oshima,34.788333333333334,139.335,2 km,3.6,Intensidad sísmica 4
1986-11-22,09:41:44,Cerca de: Izu Oshima,34.55,139.52166666666668,15 km,6.0,Intensidad sísmica 4
1986-11-21,17:16:21,Cerca de: Izu Oshima,34.76833333333333,139.265,0 km,4.4,Intensidad sísmica 4
1986-11-21,17:12:41,Cerca de: Izu Oshima,34.74666666666667,139.31166666666667,9 km,5.1,Intensidad sísmica 5
1986-11-21,17:09:46,Cerca de: Izu Oshima,34.7,139.26833333333337,0 km,5.1,Intensidad sísmica 5
1986-11-21,17:09:05,Cerca de: Izu Oshima,34.735,139.32333333333332,0 km,4.7,Intensidad sísmica 4
1986-11-21,17:07:15,Cerca de: Izu Oshima,34.72666666666667,139.375,7 km,3.7,Intensidad sísmica 4
1986-11-21,16:57:18,Cerca de: Izu Oshima,34.74166666666667,139.34166666666667,2 km,3.4,Intensidad sísmica 4
1986-11-21,16:41:46,Cerca de: Izu Oshima,34.79833333333333,139.34333333333333,3 km,4.3,Intensidad sísmica 4
1986-11-21,16:34:01,Cerca de: Izu Oshima,34.77833333333333,139.33666666666667,4 km,3.7,Intensidad sísmica 4
1986-11-21,16:31:39,Cerca de: Izu Oshima,34.725,139.34166666666667,7 km,4.0,Intensidad sísmica 4
1986-11-21,16:30:03,Cerca de: Izu Oshima,34.66,139.35833333333332,9 km,3.4,Intensidad sísmica 4
1986-11-21,16:18:06,Cerca de: Izu Oshima,34.748333333333335,139.39,3 km,3.7,Intensidad sísmica 4
1986-11-21,16:14:54,Cerca de: Izu Oshima,34.715,139.34833333333333,0 km,3.9,Intensidad sísmica 4
1986-11-21,15:50:06,Cerca de: Izu Oshima,34.71666666666667,139.45999999999998,6 km,3.0,Intensidad sísmica 4
1986-11-21,15:39:37,Cerca de: Izu Oshima,34.763333333333335,139.38833333333332,3 km,3.1,Intensidad sísmica 4
1986-11-18,14:55:19,Cerca de: Izu Oshima,34.775,139.3766666666667,8 km,3.4,Intensidad sísmica 4
1986-11-16,18:46:40,Cerca de: Izu Oshima,34.775,139.32833333333332,1 km,3.7,Intensidad sísmica 4
1986-10-14,06:17:49,Frente a la costa de Fukushima,37.068333333333335,141.21833333333333,53 km,5.7,Intensidad sísmica 4
1986-06-24,11:53:09,Frente a la costa sureste de Chiba,34.82666666666667,140.71666666666667,73 km,6.4,Intensidad sísmica 4
1986-05-24,17:08:24,"Región de Aso, Kumamoto",33.038333333333334,131.16166666666666,6 km,4.7,Intensidad sísmica 4
1986-03-24,11:01:28,Cerca de: Amami Oshima,28.511666666666667,130.26166666666666,18 km,6.1,Intensidad sísmica 4
1986-03-02,16:09:26,Frente a la costa de Miyagi,38.473333333333336,142.31166666666667,33 km,6.0,Intensidad sísmica 4
1986-02-12,11:59:31,Frente a la costa de Ibaraki,36.42,141.07999999999998,44 km,6.1,Intensidad sísmica 4
1985-12-02,16:14:37,Frente a la costa occidental de Aomori,41.13166666666667,139.92166666666665,31 km,5.7,Intensidad sísmica 4
1985-10-18,12:22:21,Frente a la costa de la península de Noto,37.66333333333333,136.92666666666665,19 km,5.7,Intensidad sísmica 4
1985-10-04,21:25:51,Ibaraki meridional,35.87166666666667,140.155,78 km,6.0,Intensidad sísmica 5
1985-08-12,12:49:16,Frente a la costa de Fukushima,37.705000000000005,141.89166666666665,52 km,6.4,Intensidad sísmica 4
1985-05-13,19:41:00,"Nanyo, Ehime",32.998333333333335,132.58333333333334,39 km,6.0,Intensidad sísmica 4
1985-04-29,11:19:59,Frente a la costa oriental de la prefectura de Aomori,41.46333333333334,142.04833333333332,59 km,5.9,Intensidad sísmica 4
1985-04-11,01:26:19,Cerca de Torishima,29.966666666666665,139.28166666666667,415 km,6.6,Intensidad sísmica 4
1985-03-29,01:07:08,Akita interior septentrional,40.29833333333333,140.58333333333334,164 km,6.4,Intensidad sísmica 4
1985-03-27,21:48:13,Cerca de: Kunashiri Island,43.98,146.69666666666666,157 km,6.2,Intensidad sísmica 4
1985-03-20,14:53:50,Ibaraki meridional,36.07666666666667,139.885,54 km,4.7,Intensidad sísmica 4
1985-03-01,05:53:47,Cerca de: Isla de Okinawa,27.35333333333333,128.70499999999998,68 km,5.9,Intensidad sísmica 4
